theater_type,theater_name,location,movie_title,start_time
MEGABOX,이수,서울,드림,14:30
MEGABOX,이수,서울,드림,17:05
MEGABOX,이수,서울,드림,19:40
MEGABOX,이수,서울,드림,10:40
MEGABOX,이수,서울,드림,13:15
MEGABOX,이수,서울,드림,15:50
MEGABOX,이수,서울,드림,18:25
MEGABOX,이수,서울,드림,21:00
MEGABOX,이수,서울,스즈메의 문단속,10:00
MEGABOX,이수,서울,스즈메의 문단속,19:00
MEGABOX,이수,서울,스즈메의 문단속,21:30
MEGABOX,이수,서울,존 윅 4,10:00
MEGABOX,이수,서울,존 윅 4,13:20
MEGABOX,이수,서울,존 윅 4,16:40
MEGABOX,이수,서울,존 윅 4,20:00
MEGABOX,이수,서울,킬링 로맨스,14:05
MEGABOX,이수,서울,킬링 로맨스,21:30
MEGABOX,이수,서울,리바운드,11:35
MEGABOX,이수,서울,리바운드,19:00
MEGABOX,이수,서울,무명,16:20
MEGABOX,이수,서울,피기,09:30
MEGABOX,창동,서울,슈퍼 마리오 브라더스,10:05
MEGABOX,창동,서울,슈퍼 마리오 브라더스,12:20
MEGABOX,창동,서울,슈퍼 마리오 브라더스,14:30
MEGABOX,창동,서울,슈퍼 마리오 브라더스,16:40
MEGABOX,창동,서울,슈퍼 마리오 브라더스,18:50
MEGABOX,창동,서울,슈퍼 마리오 브라더스,21:00
MEGABOX,창동,서울,슈퍼 마리오 브라더스,09:30
MEGABOX,창동,서울,슈퍼 마리오 브라더스,11:35
MEGABOX,창동,서울,슈퍼 마리오 브라더스,13:40
MEGABOX,창동,서울,슈퍼 마리오 브라더스,15:45
MEGABOX,창동,서울,드림,09:35
MEGABOX,창동,서울,드림,12:15
MEGABOX,창동,서울,드림,14:55
MEGABOX,창동,서울,드림,17:35
MEGABOX,창동,서울,드림,20:15
MEGABOX,창동,서울,드림,10:15
MEGABOX,창동,서울,드림,12:55
MEGABOX,창동,서울,드림,15:35
MEGABOX,창동,서울,드림,18:15
MEGABOX,창동,서울,드림,20:55
MEGABOX,창동,서울,스즈메의 문단속,17:50
MEGABOX,창동,서울,스즈메의 문단속,09:30
MEGABOX,창동,서울,스즈메의 문단속,14:40
MEGABOX,창동,서울,존 윅 4,20:25
MEGABOX,창동,서울,존 윅 4,17:15
MEGABOX,창동,서울,리바운드,12:05
MEGABOX,창동,서울,리바운드,20:40
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,09:10
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,11:20
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,15:50
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,18:00
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,20:10
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,13:35
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,08:35
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,10:40
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,12:45
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,14:50
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,16:55
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,19:00
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,21:05
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,23:10
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,20:00
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,09:50
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,11:55
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,14:00
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,17:35
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,19:40
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,21:45
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,15:25
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,09:00
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,11:15
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,13:30
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,15:45
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,13:00
MEGABOX,코엑스,서울,슈퍼 마리오 브라더스,22:15
MEGABOX,코엑스,서울,드림,09:00
MEGABOX,코엑스,서울,드림,11:35
MEGABOX,코엑스,서울,드림,14:10
MEGABOX,코엑스,서울,드림,16:45
MEGABOX,코엑스,서울,드림,22:00
MEGABOX,코엑스,서울,드림,08:30
MEGABOX,코엑스,서울,드림,11:05
MEGABOX,코엑스,서울,드림,13:40
MEGABOX,코엑스,서울,드림,16:20
MEGABOX,코엑스,서울,드림,19:00
MEGABOX,코엑스,서울,드림,21:35
MEGABOX,코엑스,서울,드림,10:20
MEGABOX,코엑스,서울,드림,12:55
MEGABOX,코엑스,서울,드림,15:30
MEGABOX,코엑스,서울,드림,18:10
MEGABOX,코엑스,서울,드림,20:45
MEGABOX,코엑스,서울,드림,23:20
MEGABOX,코엑스,서울,드림,09:40
MEGABOX,코엑스,서울,드림,12:15
MEGABOX,코엑스,서울,드림,14:50
MEGABOX,코엑스,서울,드림,17:25
MEGABOX,코엑스,서울,드림,20:00
MEGABOX,코엑스,서울,드림,22:35
MEGABOX,코엑스,서울,드림,09:10
MEGABOX,코엑스,서울,드림,11:55
MEGABOX,코엑스,서울,드림,14:40
MEGABOX,코엑스,서울,드림,20:15
MEGABOX,코엑스,서울,드림,23:00
MEGABOX,코엑스,서울,더 퍼스트 슬램덩크,22:25
MEGABOX,코엑스,서울,더 퍼스트 슬램덩크,17:10
MEGABOX,코엑스,서울,더 퍼스트 슬램덩크,22:20
MEGABOX,코엑스,서울,더 퍼스트 슬램덩크,11:55
MEGABOX,코엑스,서울,스즈메의 문단속,09:20
MEGABOX,코엑스,서울,스즈메의 문단속,14:30
MEGABOX,코엑스,서울,스즈메의 문단속,19:45
MEGABOX,코엑스,서울,존 윅 4,10:00
MEGABOX,코엑스,서울,존 윅 4,13:20
MEGABOX,코엑스,서울,존 윅 4,16:40
MEGABOX,코엑스,서울,존 윅 4,22:10
MEGABOX,코엑스,서울,존 윅 4,16:05
MEGABOX,코엑스,서울,존 윅 4,19:25
MEGABOX,코엑스,서울,존 윅 4,22:45
MEGABOX,코엑스,서울,존 윅 4,08:45
MEGABOX,코엑스,서울,존 윅 4,12:05
MEGABOX,코엑스,서울,존 윅 4,18:00
MEGABOX,코엑스,서울,존 윅 4,21:30
MEGABOX,코엑스,서울,존 윅 4,09:30
MEGABOX,코엑스,서울,존 윅 4,15:15
MEGABOX,코엑스,서울,존 윅 4,18:45
MEGABOX,코엑스,서울,킬링 로맨스,12:35
MEGABOX,코엑스,서울,킬링 로맨스,19:50
MEGABOX,코엑스,서울,리바운드,12:35
MEGABOX,코엑스,서울,리바운드,17:55
MEGABOX,코엑스,서울,[시네도슨트 - 그리스 신화] 그리스의 황혼과 신화시대의 마감,19:30
MEGABOX,코엑스,서울,[오페라] 디 아워즈 @The Met2023,19:30
MEGABOX,코엑스,서울,항구의 니쿠코짱!,23:15
MEGABOX,코엑스,서울,무명,09:50
MEGABOX,코엑스,서울,무명,15:10
MEGABOX,코엑스,서울,무명,20:30
MEGABOX,코엑스,서울,거울 속 외딴 성,23:05
MEGABOX,코엑스,서울,[F] 파벨만스,17:05
MEGABOX,코엑스,서울,[F] 파벨만스,22:35
MEGABOX,코엑스,서울,[F] 자전거 도둑,11:55
MEGABOX,코엑스,서울,[F] 자전거 도둑,18:30
MEGABOX,코엑스,서울,라이스보이 슬립스,17:05
MEGABOX,코엑스,서울,라이스보이 슬립스,22:30
MEGABOX,코엑스,서울,라이스보이 슬립스,14:10
MEGABOX,코엑스,서울,렌필드,15:00
MEGABOX,코엑스,서울,렌필드,09:40
MEGABOX,코엑스,서울,[F] 스트레이트 스토리,13:55
MEGABOX,코엑스,서울,[F] 이니셰린의 밴시,12:10
MEGABOX,코엑스,서울,[F] 이니셰린의 밴시,20:10
MEGABOX,코엑스,서울,[F] 피기,16:20
MEGABOX,코엑스,서울,[F] 피기,22:50
MEGABOX,코엑스,서울,에어,10:10
MEGABOX,코엑스,서울,에어,11:45
MEGABOX,코엑스,서울,에어,16:40
MEGABOX,코엑스,서울,[F] 더 웨일,14:35
MEGABOX,코엑스,서울,[F] TAR 타르,09:00
MEGABOX,코엑스,서울,[F] 2퍼센트,09:35
MEGABOX,코엑스,서울,[F] 2퍼센트,20:30
MEGABOX,홍대,서울,슈퍼 마리오 브라더스,10:30
MEGABOX,홍대,서울,슈퍼 마리오 브라더스,12:30
MEGABOX,홍대,서울,슈퍼 마리오 브라더스,14:30
MEGABOX,홍대,서울,슈퍼 마리오 브라더스,16:30
MEGABOX,홍대,서울,슈퍼 마리오 브라더스,18:30
MEGABOX,홍대,서울,슈퍼 마리오 브라더스,20:30
MEGABOX,홍대,서울,슈퍼 마리오 브라더스,22:30
MEGABOX,홍대,서울,드림,11:45
MEGABOX,홍대,서울,드림,14:20
MEGABOX,홍대,서울,드림,16:55
MEGABOX,홍대,서울,드림,19:30
MEGABOX,홍대,서울,드림,22:05
MEGABOX,홍대,서울,드림,10:30
MEGABOX,홍대,서울,드림,13:05
MEGABOX,홍대,서울,드림,15:40
MEGABOX,홍대,서울,드림,18:15
MEGABOX,홍대,서울,드림,20:50
MEGABOX,홍대,서울,더 퍼스트 슬램덩크,17:05
MEGABOX,홍대,서울,스즈메의 문단속,11:15
MEGABOX,홍대,서울,스즈메의 문단속,16:25
MEGABOX,홍대,서울,스즈메의 문단속,22:15
MEGABOX,홍대,서울,킬링 로맨스,21:25
MEGABOX,홍대,서울,리바운드,18:55
MEGABOX,홍대,서울,프로메어+갈로&리오 특별영상,13:45
MEGABOX,홍대,서울,항구의 니쿠코짱!,10:35
MEGABOX,홍대,서울,무명,19:35
MEGABOX,홍대,서울,(자막) 너의 이름은.,14:55
MEGABOX,홍대,서울,거울 속 외딴 성,12:35
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,09:50
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,11:50
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,13:50
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,15:50
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,17:50
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,19:50
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,21:50
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,10:50
MEGABOX,화곡,서울,슈퍼 마리오 브라더스,12:55
MEGABOX,화곡,서울,드림,11:00
MEGABOX,화곡,서울,드림,13:35
MEGABOX,화곡,서울,드림,16:10
MEGABOX,화곡,서울,드림,18:45
MEGABOX,화곡,서울,드림,21:20
MEGABOX,화곡,서울,드림,10:00
MEGABOX,화곡,서울,드림,12:35
MEGABOX,화곡,서울,드림,15:10
MEGABOX,화곡,서울,드림,17:45
MEGABOX,화곡,서울,드림,20:20
MEGABOX,화곡,서울,스즈메의 문단속,13:55
MEGABOX,화곡,서울,존 윅 4,17:35
MEGABOX,화곡,서울,존 윅 4,20:55
MEGABOX,화곡,서울,존 윅 4,10:35
MEGABOX,화곡,서울,존 윅 4,16:25
MEGABOX,화곡,서울,존 윅 4,19:45
MEGABOX,화곡,서울,리바운드,15:00
MEGABOX,ARTNINE,서울,자전거 도둑,10:00
MEGABOX,ARTNINE,서울,라이스보이 슬립스,10:30
MEGABOX,ARTNINE,서울,라이스보이 슬립스,15:00
MEGABOX,ARTNINE,서울,오디션,19:30
MEGABOX,ARTNINE,서울,오디션,11:50
MEGABOX,ARTNINE,서울,[GET9] 로제타,20:00
MEGABOX,ARTNINE,서울,이니셰린의 밴시,17:20
MEGABOX,ARTNINE,서울,피기,18:00
MEGABOX,ARTNINE,서울,애프터 양,16:00
MEGABOX,ARTNINE,서울,라스트 필름 쇼,12:50
MEGABOX,ARTNINE,서울,장기자랑,14:10
